# A	A0002,A0004,A0005,A0006,A0010,A0011,A0016,A0022,A0033,A0035,A0036,A0039,A0048,A0051,A0052,A0069,A0070,A0077,A0115,A0117,A0130,A0135,A0141,A0145,A0147,A0149,A0154,A0160,A0181,A0196,A0197,A0205,A0220,A0222,A0229,A0231,A0237,A0245,A0251,A0258,A0271,A0275
# B	B0026,B0028,B0044,B0061,B0102,B0103,B0104,B0110,B0111,B0119,B0120,B0123,B0133,B0153,B0155,B0161,B0163,B0166,B0167,B0171,B0173,B0174,B0175,B0177,B0183,B0186,B0189,B0195,B0206,B0213,B0221,B0227,B0235,B0238,B0240,B0247,B0253,B0259,B0264,B0266,B0269,B0277
# C	C0003,C0007,C0019,C0021,C0027,C0034,C0041,C0043,C0046,C0047,C0049,C0073,C0074,C0076,C0079,C0080,C0083,C0112,C0116,C0127,C0129,C0137,C0138,C0146,C0148,C0168,C0185,C0188,C0192,C0194,C0198,C0209,C0211,C0215,C0249,C0252,C0254
# D	D0001,D0009,D0012,D0013,D0014,D0017,D0018,D0020,D0023,D0025,D0037,D0038,D0040,D0042,D0045,D0050,D0065,D0066,D0067,D0068,D0071,D0072,D0075,D0081,D0108,D0118,D0121,D0126,D0139,D0170,D0201,D0210,D0223,D0224,D0236,D0244,D0250,D0256,D0262,D0263,D0278
# E	E0105,E0122,E0124,E0128,E0131,E0132,E0134,E0136,E0150,E0151,E0157,E0158,E0165,E0169,E0182,E0184,E0187,E0193,E0199,E0202,E0203,E0208,E0214,E0217,E0218,E0225,E0226,E0228,E0230,E0233,E0234,E0239,E0242,E0243,E0246,E0248,E0255,E0260,E0261,E0265
# F1	F10029,F10030,F10031,F10032,F10053,F10054,F10055,F10056,F10057,F10058,F10059,F10060,F10062,F10063,F10064,F10078,F10082,F10084,F10085,F10086,F10087,F10088,F10089,F10090,F10091,F10092,F10093,F10094,F10095,F10096,F10140,F10142,F10143,F10144,F10267,F10268,F10274,F10276,F10279,F10281,F10282,F10283,F10284,F10286,F10287,F10288
# F2	F20024,F20097,F20106,F20107,F20113,F20162,F20172,F20176,F20178,F20180,F20190,F20191,F20207,F20212,F20219
# G	G0098,G0099,G0100,G0101,G0109,G0152,G0179
# M	MED0114,MED0156,MED0159,MED0164,MED0200,MED0216,MED0257,MED0273,MED0280,MED0285
# Locus ID	Chr	BP	Pop ID	N	Haplotype Cnt	Gene Diversity	Smoothed Gene Diversity	Smoothed Gene Diversity P-value	Haplotype Diversity	Smoothed Haplotype Diversity	Smoothed Haplotype Diversity P-value	HWE P-value	HWE P-value SE	Haplotypes
60	un	1409	D	78	2	0.50350	0.00000	0.00000	0.50350	0.00000	0.00000	0.00000	0.00000	A:36;C:42
60	un	1409	E	76	2	0.49789	0.00000	0.00000	0.49789	0.00000	0.00000	0.00000	0.00000	A:33;C:43
60	un	1409	F1	90	2	0.48539	0.00000	0.00000	0.48539	0.00000	0.00000	0.00000	0.00000	A:36;C:54
60	un	1409	F2	30	2	0.50805	0.00000	0.00000	0.50805	0.00000	0.00000	0.00000	0.00000	A:13;C:17
60	un	1409	G	14	2	0.52747	0.00000	0.00000	0.52747	0.00000	0.00000	0.00000	0.00000	A:8;C:6
60	un	1409	M	20	2	0.26842	0.00000	0.00000	0.26842	0.00000	0.00000	0.00000	0.00000	A:3;C:17
87	un	2154	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
87	un	2154	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;C:2
87	un	2154	C	70	2	0.08323	0.00000	0.00000	0.08323	0.00000	0.00000	0.00000	0.00000	A:67;C:3
87	un	2154	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	A:79;C:1
87	un	2154	E	78	2	0.05062	0.00000	0.00000	0.05062	0.00000	0.00000	0.00000	0.00000	A:76;C:2
87	un	2154	F1	90	2	0.21698	0.00000	0.00000	0.21698	0.00000	0.00000	0.00000	0.00000	A:79;C:11
87	un	2154	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
87	un	2154	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;C:4
87	un	2154	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;C:10
138	un	2821	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
138	un	2821	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;G:2
138	un	2821	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;G:4
138	un	2821	D	78	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:78
138	un	2821	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	A:76;G:4
138	un	2821	F1	84	2	0.21228	0.00000	0.00000	0.21228	0.00000	0.00000	0.00000	0.00000	A:74;G:10
138	un	2821	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
138	un	2821	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;G:4
138	un	2821	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;G:10
149	un	3569	A	84	2	0.47131	0.00000	0.00000	0.47131	0.00000	0.00000	0.00000	0.00000	C:53;T:31
149	un	3569	B	84	2	0.41308	0.00000	0.00000	0.41308	0.00000	0.00000	0.00000	0.00000	C:60;T:24
149	un	3569	C	74	2	0.46983	0.00000	0.00000	0.46983	0.00000	0.00000	0.00000	0.00000	C:47;T:27
149	un	3569	D	82	2	0.46281	0.00000	0.00000	0.46281	0.00000	0.00000	0.00000	0.00000	C:53;T:29
149	un	3569	E	80	2	0.37975	0.00000	0.00000	0.37975	0.00000	0.00000	0.00000	0.00000	C:60;T:20
149	un	3569	F1	90	2	0.34956	0.00000	0.00000	0.34956	0.00000	0.00000	0.00000	0.00000	C:70;T:20
149	un	3569	F2	30	2	0.51494	0.00000	0.00000	0.51494	0.00000	0.00000	0.00000	0.00000	C:16;T:14
149	un	3569	G	14	2	0.49451	0.00000	0.00000	0.49451	0.00000	0.00000	0.00000	0.00000	C:9;T:5
149	un	3569	M	16	2	0.32500	0.00000	0.00000	0.32500	0.00000	0.00000	0.00000	0.00000	C:13;T:3
213	un	4179	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
213	un	4179	B	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:1;C:81
213	un	4179	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:4;C:70
213	un	4179	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:2;C:80
213	un	4179	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:3;C:77
213	un	4179	F1	88	2	0.20376	0.00000	0.00000	0.20376	0.00000	0.00000	0.00000	0.00000	A:10;C:78
213	un	4179	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
213	un	4179	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;C:10
213	un	4179	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;C:10
296	un	4940	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
296	un	4940	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:2;G:82
296	un	4940	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:4;G:70
296	un	4940	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	C:1;G:79
296	un	4940	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	C:3;G:77
296	un	4940	F1	88	2	0.22126	0.00000	0.00000	0.22126	0.00000	0.00000	0.00000	0.00000	C:11;G:77
296	un	4940	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
296	un	4940	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:4;G:10
296	un	4940	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	C:10;G:10
318	un	5628	A	82	2	0.50497	0.00000	0.00000	0.50497	0.00000	0.00000	0.00000	0.00000	A:39;C:43
318	un	5628	B	80	2	0.48070	0.00000	0.00000	0.48070	0.00000	0.00000	0.00000	0.00000	A:31;C:49
318	un	5628	C	72	2	0.50352	0.00000	0.00000	0.50352	0.00000	0.00000	0.00000	0.00000	A:39;C:33
318	un	5628	D	78	2	0.49451	0.00000	0.00000	0.49451	0.00000	0.00000	0.00000	0.00000	A:33;C:45
318	un	5628	E	78	2	0.50649	0.00000	0.00000	0.50649	0.00000	0.00000	0.00000	0.00000	A:39;C:39
318	un	5628	F1	90	2	0.50537	0.00000	0.00000	0.50537	0.00000	0.00000	0.00000	0.00000	A:44;C:46
318	un	5628	F2	28	2	0.51852	0.00000	0.00000	0.51852	0.00000	0.00000	0.00000	0.00000	A:14;C:14
318	un	5628	G	14	2	0.53846	0.00000	0.00000	0.53846	0.00000	0.00000	0.00000	0.00000	A:7;C:7
318	un	5628	M	18	2	0.50327	0.00000	0.00000	0.50327	0.00000	0.00000	0.00000	0.00000	A:7;C:11
366	un	6407	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
366	un	6407	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:2;G:82
366	un	6407	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:4;G:70
366	un	6407	D	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	C:1;G:81
366	un	6407	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:4;G:76
366	un	6407	F1	88	2	0.23824	0.00000	0.00000	0.23824	0.00000	0.00000	0.00000	0.00000	C:12;G:76
366	un	6407	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
366	un	6407	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:4;G:10
366	un	6407	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	C:10;G:10
422	un	7180	A	78	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:78
422	un	7180	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:2;T:82
422	un	7180	C	70	2	0.08323	0.00000	0.00000	0.08323	0.00000	0.00000	0.00000	0.00000	A:3;T:67
422	un	7180	D	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	A:2;T:78
422	un	7180	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:3;T:77
422	un	7180	F1	80	2	0.18228	0.00000	0.00000	0.18228	0.00000	0.00000	0.00000	0.00000	A:8;T:72
422	un	7180	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
422	un	7180	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;T:10
422	un	7180	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;T:10
468	un	7972	A	82	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:82
468	un	7972	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:2;G:82
468	un	7972	C	72	2	0.10642	0.00000	0.00000	0.10642	0.00000	0.00000	0.00000	0.00000	C:4;G:68
468	un	7972	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:2;G:80
468	un	7972	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:4;G:76
468	un	7972	F1	92	2	0.22934	0.00000	0.00000	0.22934	0.00000	0.00000	0.00000	0.00000	C:12;G:80
468	un	7972	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
468	un	7972	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:4;G:10
468	un	7972	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	C:10;G:10
478	un	8719	A	82	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:82
478	un	8719	B	84	2	0.02381	0.00000	0.00000	0.02381	0.00000	0.00000	0.00000	0.00000	A:83;G:1
478	un	8719	C	74	2	0.07886	0.00000	0.00000	0.07886	0.00000	0.00000	0.00000	0.00000	A:71;G:3
478	un	8719	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	A:79;G:1
478	un	8719	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:77;G:3
478	un	8719	F1	90	2	0.19975	0.00000	0.00000	0.19975	0.00000	0.00000	0.00000	0.00000	A:80;G:10
478	un	8719	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
478	un	8719	G	14	2	0.26374	0.00000	0.00000	0.26374	0.00000	0.00000	0.00000	0.00000	A:12;G:2
478	un	8719	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;G:10
487	un	9354	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
487	un	9354	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:82;G:2
487	un	9354	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;G:4
487	un	9354	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;G:2
487	un	9354	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	C:75;G:3
487	un	9354	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	C:79;G:13
487	un	9354	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
487	un	9354	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;G:4
487	un	9354	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	C:10;G:10
506	un	10084	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
506	un	10084	B	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:1;G:81
506	un	10084	C	68	2	0.02941	0.00000	0.00000	0.02941	0.00000	0.00000	0.00000	0.00000	A:1;G:67
506	un	10084	D	80	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:80
506	un	10084	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	A:3;G:75
506	un	10084	F1	82	2	0.17826	0.00000	0.00000	0.17826	0.00000	0.00000	0.00000	0.00000	A:8;G:74
506	un	10084	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
506	un	10084	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;G:10
506	un	10084	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;G:10
515	un	10827	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
515	un	10827	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	G:82;T:2
515	un	10827	C	68	2	0.08560	0.00000	0.00000	0.08560	0.00000	0.00000	0.00000	0.00000	G:65;T:3
515	un	10827	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	G:80;T:2
515	un	10827	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	G:75;T:3
515	un	10827	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	G:79;T:13
515	un	10827	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
515	un	10827	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	G:10;T:4
515	un	10827	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	G:10;T:10
527	un	11558	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:84
527	un	11558	B	84	2	0.06971	0.00000	0.00000	0.06971	0.00000	0.00000	0.00000	0.00000	C:3;T:81
527	un	11558	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:4;T:70
527	un	11558	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:2;T:80
527	un	11558	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	C:3;T:75
527	un	11558	F1	90	2	0.24994	0.00000	0.00000	0.24994	0.00000	0.00000	0.00000	0.00000	C:13;T:77
527	un	11558	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
527	un	11558	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:4;T:10
527	un	11558	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	C:10;T:10
539	un	12360	A	82	2	0.50346	0.00000	0.00000	0.50346	0.00000	0.00000	0.00000	0.00000	A:38;G:44
539	un	12360	B	78	2	0.46620	0.00000	0.00000	0.46620	0.00000	0.00000	0.00000	0.00000	A:50;G:28
539	un	12360	C	72	2	0.50548	0.00000	0.00000	0.50548	0.00000	0.00000	0.00000	0.00000	A:34;G:38
539	un	12360	D	82	2	0.48178	0.00000	0.00000	0.48178	0.00000	0.00000	0.00000	0.00000	A:32;G:50
539	un	12360	E	76	2	0.50526	0.00000	0.00000	0.50526	0.00000	0.00000	0.00000	0.00000	A:36;G:40
539	un	12360	F1	92	2	0.50526	0.00000	0.00000	0.50526	0.00000	0.00000	0.00000	0.00000	A:45;G:47
539	un	12360	F2	30	2	0.51494	0.00000	0.00000	0.51494	0.00000	0.00000	0.00000	0.00000	A:16;G:14
539	un	12360	G	14	2	0.52747	0.00000	0.00000	0.52747	0.00000	0.00000	0.00000	0.00000	A:6;G:8
539	un	12360	M	20	2	0.39474	0.00000	0.00000	0.39474	0.00000	0.00000	0.00000	0.00000	A:5;G:15
548	un	13125	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
548	un	13125	B	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	C:81;G:1
548	un	13125	C	70	2	0.05631	0.00000	0.00000	0.05631	0.00000	0.00000	0.00000	0.00000	C:68;G:2
548	un	13125	D	76	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:76
548	un	13125	E	78	2	0.05062	0.00000	0.00000	0.05062	0.00000	0.00000	0.00000	0.00000	C:76;G:2
548	un	13125	F1	82	2	0.17826	0.00000	0.00000	0.17826	0.00000	0.00000	0.00000	0.00000	C:74;G:8
548	un	13125	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
548	un	13125	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;G:4
548	un	13125	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	C:10;G:10
584	un	13801	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
584	un	13801	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:2;C:82
584	un	13801	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:4;C:70
584	un	13801	D	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:1;C:81
584	un	13801	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	A:4;C:76
584	un	13801	F1	90	2	0.23371	0.00000	0.00000	0.23371	0.00000	0.00000	0.00000	0.00000	A:12;C:78
584	un	13801	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
584	un	13801	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:4;C:10
584	un	13801	M	20	2	0.52632	0.00000	0.00000	0.52632	0.00000	0.00000	0.00000	0.00000	A:10;C:10
595	un	14504	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
595	un	14504	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;T:2
595	un	14504	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;T:4
595	un	14504	D	80	2	0.04937	0.00000	0.00000	0.04937	0.00000	0.00000	0.00000	0.00000	A:78;T:2
595	un	14504	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:77;T:3
595	un	14504	F1	92	2	0.22934	0.00000	0.00000	0.22934	0.00000	0.00000	0.00000	0.00000	A:80;T:12
595	un	14504	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
595	un	14504	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;T:4
